Customer_ID,Join_Date,Industry,Total_Users,Monthly_Revenue,Contract_Type,Support_Tickets,Last_Login_Days_Ago,Churn_Label,Churn_Label_Flag,Total_Users_Flag,Monthly_Revenue_Flag,Last_Login_Days_Ago_Flag,Support_Tickets_Missing,Contract_Type_Unknown
1575,2020-01-09,Retail,27.0,1361.0,Month-to-Month,2.0,22.0,Yes,,,,,0,0
1576,2022-10-27,Healthcare,12.0,619.0,Month-to-Month,2.0,2.0,No,,,,,0,0
1577,2022-07-22,Finance,12.0,646.0,2 Year,1.0,16.0,No,,,,,0,0
1578,2021-12-02,Retail,18.0,942.0,1 Year,3.0,24.0,No,,,,,0,0
1579,2020-02-09,Manufacturing,10.0,509.0,Month-to-Month,1.0,23.0,Yes,,,,,0,0
1580,2022-10-30,Retail,2.0,101.0,Month-to-Month,4.0,11.0,No,,,,,0,0
1581,2021-06-07,Tech,45.0,2298.0,2 Year,1.0,1.0,No,,,,,0,0
1582,2020-02-10,Manufacturing,11.0,536.0,2 Year,1.0,3.0,No,,,,,0,0
1583,2021-06-01,Tech,4.0,240.0,2 Year,0.0,4.0,No,,,,,0,0
1584,2021-09-08,Manufacturing,17.0,883.0,2 Year,3.0,3.0,No,,,,,0,0
1585,2020-10-07,Tech,3.0,183.0,Month-to-Month,0.0,16.0,Yes,,,,,1,0
1586,2022-10-16,Finance,9.0,455.0,2 Year,3.0,6.0,No,,,,,0,0
1587,2022-01-03,Finance,10.0,532.0,1 Year,2.0,5.0,Yes,,,,,0,0
1588,2022-09-11,Manufacturing,13.0,672.0,Month-to-Month,3.0,0.0,No,,,,,0,0
1589,2022-10-08,Tech,3.0,149.0,Month-to-Month,3.0,24.0,No,,,,,0,0
1590,2021-06-08,Finance,31.0,1559.0,1 Year,3.0,9.0,No,,,,,0,0
1591,2020-03-21,Tech,48.0,2417.0,1 Year,1.0,25.0,No,,,,,0,0
1592,2020-07-13,Healthcare,27.0,1335.0,Month-to-Month,1.0,27.0,No,,,,,0,0
1593,2022-01-02,Healthcare,15.0,786.0,2 Year,1.0,8.0,No,,,,,0,0
1594,2021-01-09,Retail,23.0,1144.0,1 Year,0.0,12.0,No,,,,,0,0
1595,2022-09-06,Education,16.0,833.0,2 Year,3.0,28.0,Yes,,,,,0,0
1596,2020-04-30,Manufacturing,14.0,700.0,Month-to-Month,1.0,13.0,No,,,,,0,0
1597,2022-06-16,Education,50.0,2503.0,2 Year,0.0,12.0,No,recoded_from_1,,,,1,0
1598,2020-09-24,Tech,41.0,2091.0,1 Year,2.0,3.0,No,,,,,0,0
1599,2021-06-19,Education,8.0,420.0,Month-to-Month,1.0,22.0,No,,,,,0,0
1600,2021-04-03,Retail,9.0,473.0,2 Year,3.0,16.0,No,,,,,0,0
1601,2021-05-24,Manufacturing,23.0,1191.0,1 Year,1.0,21.0,No,,,,,0,0
1602,2020-04-21,Retail,23.0,1131.0,2 Year,3.0,29.0,No,,,,,0,0
1603,2020-12-04,Tech,27.0,1339.0,1 Year,2.0,10.0,No,,,,,0,0
1604,2022-11-04,Tech,14.0,708.0,2 Year,4.0,20.0,No,,,,,0,0
1605,2022-07-29,Healthcare,10.0,536.0,2 Year,2.0,14.0,No,,,,,0,0
1606,2020-08-31,Retail,50.0,2543.0,2 Year,1.0,20.0,Yes,,,,,0,0
1607,2020-03-14,Manufacturing,9.0,500.0,Month-to-Month,1.0,26.0,No,,,,,0,0
1608,2021-09-15,Healthcare,16.0,845.0,2 Year,2.0,6.0,No,,,,,0,0
1609,2022-01-14,Manufacturing,13.0,636.0,Month-to-Month,1.0,27.0,No,,,,,0,0
1610,2022-08-26,Finance,13.0,676.0,2 Year,2.0,14.0,No,,,,,0,0
1611,2020-01-05,Manufacturing,6.0,323.0,1 Year,2.0,26.0,No,,,,,0,0
1612,2022-12-05,Education,6.0,327.0,2 Year,5.0,3.0,No,,,,,0,0
1613,2022-04-18,Retail,17.0,843.0,1 Year,1.0,19.0,No,,,,,0,0
1614,2021-03-17,Tech,1.0,88.0,Month-to-Month,2.0,22.0,No,,,,,0,0
1615,2020-09-09,Retail,22.0,1137.0,1 Year,4.0,21.0,No,,,,,0,0
1616,2020-01-09,Manufacturing,30.0,1547.0,2 Year,1.0,1.0,No,,,,,0,0
1617,2022-09-16,Finance,11.0,595.0,Month-to-Month,0.0,22.0,No,,,,,0,0
1618,2020-07-31,Retail,13.0,679.0,2 Year,2.0,19.0,No,,,,,0,0
1619,2022-05-07,Retail,9.0,461.0,1 Year,1.0,12.0,No,recoded_from_1,,,,0,0
1620,2020-09-30,Healthcare,5.0,247.0,1 Year,1.0,19.0,No,,,,,0,0
1621,2021-10-04,Healthcare,4.0,250.0,2 Year,4.0,6.0,No,,,,,0,0
1622,2021-12-08,Manufacturing,10.0,496.0,2 Year,2.0,20.0,No,,,,,0,0
1623,2021-10-22,Education,16.0,794.0,1 Year,1.0,17.0,No,,,,,0,0
1624,2022-05-04,Manufacturing,7.0,398.0,1 Year,1.0,28.0,No,,,,,0,0
1625,2020-08-06,Finance,20.0,983.0,1 Year,2.0,4.0,Yes,,,,,0,0
1626,2021-06-30,Education,1.0,50.0,1 Year,1.0,21.0,No,,,,,0,0
1627,2021-08-27,Manufacturing,20.0,1006.0,2 Year,3.0,1.0,No,,,,,0,0
1628,2021-04-04,Healthcare,38.0,1929.0,Month-to-Month,3.0,,No,,,,negative_set_to_missing,0,0
1629,2020-04-06,Healthcare,18.0,928.0,1 Year,3.0,13.0,No,,,,,0,0
1630,2020-04-20,Retail,14.0,681.0,2 Year,2.0,8.0,No,,,,,0,0
1631,2021-04-06,Education,9.0,477.0,2 Year,3.0,17.0,No,,,,,0,0
1632,2021-01-31,Finance,9.0,467.0,1 Year,4.0,5.0,No,,,,,0,0
1633,2022-11-18,Finance,19.0,945.0,1 Year,1.0,1.0,No,,,,,0,0
1634,2020-11-25,Tech,14.0,712.0,Month-to-Month,3.0,10.0,No,,,,,0,0
1635,2020-11-10,Education,9.0,471.0,2 Year,2.0,1.0,No,,,,,0,0
1636,2021-09-08,Healthcare,25.0,1292.0,2 Year,0.0,17.0,No,,,,,0,0
1637,2022-12-12,Manufacturing,26.0,1308.0,Month-to-Month,0.0,16.0,Yes,,,,,1,0
1638,2022-04-06,Healthcare,34.0,1691.0,1 Year,1.0,7.0,No,,,,,0,0
1639,2022-01-08,Manufacturing,45.0,2267.0,Month-to-Month,6.0,30.0,No,,,,,0,0
1640,2020-01-19,Manufacturing,6.0,294.0,2 Year,2.0,11.0,No,,,,,0,0
1641,2021-05-14,Tech,22.0,1085.0,2 Year,1.0,28.0,No,,,,,0,0
1642,2022-03-01,Healthcare,30.0,1512.0,2 Year,1.0,23.0,No,,,,,0,0
1643,2022-11-19,Finance,14.0,745.0,1 Year,4.0,15.0,Yes,,,,,0,0
1644,2021-10-18,Manufacturing,6.0,345.0,Month-to-Month,2.0,30.0,No,,,,,0,0
1645,2022-12-28,Finance,31.0,1530.0,2 Year,2.0,2.0,No,,,,,0,0
1646,2022-05-18,Education,30.0,1493.0,Month-to-Month,2.0,17.0,No,,,,,0,0
1647,2022-06-10,Healthcare,5.0,239.0,2 Year,2.0,21.0,No,,,,,0,0
1648,2020-03-18,Tech,21.0,1041.0,Month-to-Month,4.0,1.0,No,,,,,0,0
1649,2021-04-11,Healthcare,3.0,163.0,1 Year,4.0,12.0,No,,,,,0,0
1650,2020-02-04,Manufacturing,28.0,1429.0,Unknown,2.0,3.0,No,,,,,0,1
1651,2020-05-09,Tech,25.0,1235.0,2 Year,0.0,27.0,No,,,,,0,0
1652,2021-08-16,Retail,16.0,818.0,2 Year,2.0,2.0,No,,,,,0,0
1653,2022-03-20,Retail,14.0,683.0,1 Year,0.0,5.0,No,,,,,0,0
1654,2021-08-27,Education,26.0,1298.0,1 Year,0.0,21.0,No,,,,,0,0
1655,2022-02-03,Manufacturing,40.0,1981.0,2 Year,0.0,27.0,Yes,,,,,1,0
1656,2022-03-18,Education,18.0,948.0,2 Year,2.0,30.0,No,,,,,0,0
1657,2021-12-05,Finance,16.0,807.0,1 Year,4.0,28.0,No,,,,,0,0
1658,2021-01-11,Manufacturing,26.0,1308.0,2 Year,0.0,26.0,Yes,,,,,0,0
1659,2020-04-21,Tech,30.0,1550.0,1 Year,4.0,20.0,No,,,,,0,0
1660,2021-05-28,Healthcare,57.0,2842.0,Month-to-Month,2.0,23.0,No,,,,,0,0
1661,2020-09-19,Healthcare,16.0,810.0,Month-to-Month,1.0,9.0,No,,,,,0,0
1662,2022-09-22,Finance,12.0,637.0,1 Year,2.0,19.0,No,,,,,0,0
1663,2022-01-16,Finance,52.0,2620.0,1 Year,0.0,5.0,Yes,,,,,1,0
1664,2022-06-12,Retail,6.0,315.0,1 Year,3.0,4.0,No,,,,,0,0
1665,2022-08-05,Finance,12.0,637.0,1 Year,0.0,24.0,No,,,,,0,0
1666,2020-06-16,Tech,15.0,765.0,Month-to-Month,4.0,28.0,Yes,,,,,0,0
1667,2020-06-03,Manufacturing,11.0,532.0,2 Year,2.0,20.0,Yes,,,,,0,0
1668,2022-04-09,Manufacturing,9.0,457.0,Month-to-Month,5.0,17.0,No,,,,,0,0
1669,2022-08-24,Education,10.0,499.0,1 Year,3.0,12.0,No,,,,,0,0
1670,2021-08-18,Manufacturing,14.0,697.0,1 Year,0.0,16.0,No,,,,,0,0
1671,2020-01-22,Retail,9.0,460.0,2 Year,1.0,21.0,No,recoded_from_1,,,,0,0
1672,2020-11-22,Finance,9.0,452.0,2 Year,2.0,30.0,No,,,,,0,0
1673,2022-09-17,Healthcare,15.0,775.0,Month-to-Month,2.0,7.0,No,,,,,0,0
1674,2022-01-26,Healthcare,23.0,1159.0,Month-to-Month,0.0,21.0,No,,,,,0,0
1675,2022-03-05,Healthcare,8.0,440.0,1 Year,0.0,28.0,Yes,,,,,0,0
1676,2020-07-30,Manufacturing,4.0,246.0,2 Year,1.0,26.0,No,,,,,0,0
1677,2020-12-22,Tech,30.0,1528.0,2 Year,0.0,12.0,No,,,,,0,0
1678,2022-11-24,Healthcare,12.0,612.0,1 Year,3.0,29.0,No,,,,,0,0
1679,2022-09-24,Finance,19.0,991.0,2 Year,2.0,0.0,No,,,,,0,0
1680,2021-04-16,Finance,81.0,4039.0,Unknown,2.0,20.0,No,,,,,0,1
1681,2022-01-11,Tech,15.0,745.0,2 Year,5.0,7.0,No,,,,,0,0
1682,2022-09-13,Retail,9.0,491.0,1 Year,4.0,6.0,No,,,,,0,0
1683,2020-02-15,Manufacturing,49.0,2461.0,Month-to-Month,0.0,4.0,Yes,,,,,1,0
1684,2020-03-21,Manufacturing,15.0,748.0,Month-to-Month,2.0,5.0,Yes,,,,,0,0
1685,2020-02-08,Retail,13.0,666.0,Month-to-Month,1.0,6.0,No,,,,,0,0
1686,2020-12-15,Finance,13.0,658.0,1 Year,2.0,19.0,No,,,,,0,0
1687,2022-11-12,Manufacturing,1.0,63.0,Month-to-Month,1.0,23.0,No,,,,,0,0
1688,2020-05-20,Manufacturing,30.0,1509.0,1 Year,1.0,12.0,Yes,,,,,0,0
1689,2022-05-09,Manufacturing,23.0,1149.0,2 Year,3.0,3.0,No,,,,,0,0
1690,2020-03-20,Finance,11.0,598.0,2 Year,2.0,24.0,No,,,,,0,0
1691,2020-01-03,Retail,37.0,1885.0,2 Year,1.0,13.0,Yes,,,,,0,0
1692,2021-04-14,Education,19.0,991.0,1 Year,2.0,11.0,No,,,,,0,0
1693,2020-07-19,Tech,20.0,1034.0,Month-to-Month,1.0,8.0,No,,,,,0,0
1694,2021-08-03,Tech,21.0,1099.0,1 Year,1.0,8.0,No,,,,,0,0
1695,2022-12-06,Healthcare,29.0,1445.0,2 Year,0.0,0.0,No,,,,,1,0
1696,2022-04-17,Healthcare,16.0,826.0,Month-to-Month,4.0,4.0,No,,,,,0,0
1697,2022-05-17,Finance,11.0,576.0,2 Year,3.0,8.0,No,,,,,0,0
1698,2022-04-26,Retail,18.0,950.0,2 Year,3.0,15.0,No,,,,,0,0
1699,2021-06-03,Finance,1.0,69.0,2 Year,3.0,11.0,No,,,,,0,0
1700,2020-08-31,Finance,16.0,809.0,1 Year,0.0,25.0,No,,,,,0,0
1701,2022-11-07,Education,11.0,581.0,1 Year,0.0,25.0,No,,,,,0,0
1702,2020-04-16,Finance,3.0,150.0,1 Year,2.0,30.0,No,,,,,0,0
1703,2022-08-23,Manufacturing,28.0,1435.0,Month-to-Month,0.0,2.0,No,,,,,0,0
1704,2020-03-18,Manufacturing,8.0,429.0,1 Year,3.0,19.0,No,,,,,0,0
1705,2020-04-27,Education,28.0,1402.0,2 Year,3.0,15.0,No,,,,,0,0
1706,2022-11-27,Education,14.0,716.0,Month-to-Month,3.0,1.0,No,,,,,0,0
1707,2021-04-19,Finance,15.0,751.0,2 Year,5.0,1.0,No,,,,,0,0
1708,2020-06-26,Finance,30.0,1515.0,1 Year,1.0,11.0,No,,,,,0,0
1709,2022-11-26,Education,43.0,2131.0,2 Year,1.0,22.0,No,,,,,0,0
1710,2021-12-13,Retail,33.0,1674.0,1 Year,1.0,7.0,No,,,,,0,0
1711,2020-01-10,Manufacturing,11.0,563.0,Month-to-Month,0.0,13.0,No,,,,,0,0
1712,2021-08-25,Manufacturing,6.0,323.0,Month-to-Month,2.0,25.0,Yes,,,,,0,0
1713,2021-05-27,Healthcare,20.0,1036.0,1 Year,6.0,18.0,No,,,,,0,0
1714,2022-07-28,Retail,26.0,1338.0,2 Year,4.0,27.0,No,,,,,0,0
1715,2021-03-27,Tech,6.0,309.0,1 Year,1.0,13.0,No,,,,,0,0
1716,2021-06-23,Healthcare,10.0,511.0,1 Year,1.0,2.0,No,,,,,0,0
1717,2020-06-04,Healthcare,6.0,350.0,Month-to-Month,2.0,15.0,Yes,,,,,0,0
1718,2021-01-09,Healthcare,28.0,1404.0,1 Year,1.0,23.0,No,,,,,0,0
1719,2021-02-27,Finance,3.0,159.0,Month-to-Month,5.0,26.0,No,,,,,0,0
1720,2020-08-06,Tech,55.0,2745.0,Month-to-Month,1.0,21.0,No,,,,,0,0
1721,2020-03-27,Manufacturing,29.0,1491.0,1 Year,2.0,19.0,No,,,,,0,0
1722,2021-07-16,Manufacturing,5.0,292.0,Month-to-Month,2.0,24.0,Yes,,,,,0,0
1723,2020-09-19,Tech,71.0,3536.0,2 Year,1.0,25.0,No,,,,,0,0
1724,2022-10-26,Tech,22.0,1124.0,1 Year,1.0,27.0,No,,,,,0,0
1725,2022-11-27,Finance,60.0,3038.0,1 Year,5.0,22.0,Yes,recoded_from_1,,,,0,0
1726,2022-02-16,Manufacturing,11.0,542.0,1 Year,2.0,11.0,No,,,,,0,0
1727,2021-06-22,Finance,14.0,710.0,1 Year,2.0,15.0,No,,,,,0,0
1728,2022-10-18,Retail,22.0,1134.0,Month-to-Month,0.0,13.0,No,,,,,1,0
1729,2021-07-26,Finance,22.0,1137.0,Month-to-Month,1.0,18.0,No,,,,,0,0
1730,2020-07-23,Finance,15.0,764.0,Month-to-Month,2.0,17.0,No,,,,,0,0
1731,2020-11-02,Manufacturing,7.0,390.0,Month-to-Month,3.0,5.0,Yes,,,,,0,0
1732,2022-12-29,Tech,19.0,970.0,1 Year,0.0,9.0,No,,,,,0,0
1733,2022-03-26,Retail,23.0,1142.0,2 Year,1.0,5.0,Yes,,,,,0,0
1734,2020-07-16,Manufacturing,18.0,937.0,2 Year,1.0,10.0,No,,,,,0,0
1735,2021-06-11,Manufacturing,17.0,874.0,Month-to-Month,0.0,13.0,No,,,,,0,0
1736,2021-02-11,Manufacturing,25.0,1298.0,Month-to-Month,0.0,24.0,No,,,,,1,0
1737,2022-09-25,Finance,18.0,937.0,Month-to-Month,4.0,12.0,No,,,,,0,0
1738,2020-12-09,Tech,4.0,223.0,1 Year,2.0,20.0,No,,,,,0,0
1739,2020-06-11,Education,9.0,450.0,Unknown,0.0,7.0,No,,,,,0,1
1740,2021-07-01,Healthcare,5.0,280.0,1 Year,1.0,28.0,No,,,,,0,0
1741,2022-12-02,Education,12.0,637.0,1 Year,2.0,5.0,Yes,,,,,0,0
1742,2021-05-30,Manufacturing,16.0,790.0,Month-to-Month,5.0,5.0,Yes,,,,,0,0
1743,2020-04-20,Healthcare,3.0,133.0,1 Year,3.0,16.0,No,,,,,0,0
1744,2020-11-14,Finance,47.0,2340.0,2 Year,1.0,29.0,No,,,,,0,0
1745,2021-08-04,Tech,10.0,536.0,2 Year,3.0,4.0,No,,,,,0,0
1746,2020-03-12,Manufacturing,26.0,1325.0,1 Year,2.0,27.0,No,,,,,0,0
1747,2021-07-11,Finance,11.0,600.0,1 Year,0.0,4.0,No,,,,,1,0
1748,2022-07-24,Healthcare,44.0,2235.0,2 Year,5.0,20.0,No,recoded_from_1,,,,0,0
1749,2022-09-13,Healthcare,9.0,499.0,Month-to-Month,0.0,25.0,Yes,,,,,0,0
1750,2020-11-14,Finance,48.0,2418.0,Month-to-Month,0.0,0.0,No,,,,,0,0
1751,2021-12-05,Retail,34.0,1716.0,1 Year,1.0,17.0,Yes,,,,,0,0
1752,2021-09-05,Tech,9.0,431.0,1 Year,1.0,25.0,No,,,,,0,0
1753,2022-02-04,Finance,6.0,304.0,1 Year,3.0,28.0,No,,,,,0,0
1754,2022-03-09,Manufacturing,8.0,428.0,Month-to-Month,2.0,8.0,No,,,,,0,0
1755,2021-07-10,Finance,13.0,666.0,2 Year,0.0,23.0,No,,,,,0,0
1756,2020-05-20,Retail,12.0,603.0,Month-to-Month,2.0,,No,,,,negative_set_to_missing,0,0
1757,2021-07-11,Manufacturing,10.0,542.0,Month-to-Month,2.0,10.0,Yes,,,,,0,0
1758,2020-02-15,Education,14.0,703.0,Month-to-Month,1.0,9.0,No,,,,,0,0
1759,2020-01-17,Healthcare,17.0,859.0,Month-to-Month,3.0,4.0,Yes,,,,,0,0
1760,2022-05-10,Healthcare,6.0,319.0,1 Year,2.0,11.0,No,,,,,0,0
1761,2020-06-13,Finance,31.0,1548.0,Month-to-Month,3.0,8.0,Yes,,,,,0,0
1762,2021-01-28,Retail,15.0,762.0,1 Year,1.0,26.0,Yes,,,,,0,0
1763,2022-06-26,Tech,7.0,361.0,2 Year,1.0,1.0,No,,,,,0,0
1764,2022-12-03,Healthcare,1.0,56.0,Unknown,2.0,12.0,No,,,,,0,1
1765,2020-11-20,Education,12.0,585.0,2 Year,2.0,29.0,Yes,,,,,0,0
1766,2021-09-03,Finance,11.0,555.0,1 Year,2.0,28.0,Yes,,,,,0,0
1767,2020-08-19,Healthcare,9.0,460.0,2 Year,2.0,13.0,No,,,,,0,0
1768,2020-09-02,Education,4.0,230.0,Month-to-Month,2.0,0.0,No,,,,,0,0
1769,2022-08-31,Tech,28.0,1399.0,1 Year,2.0,24.0,No,,,,,0,0
1770,2021-11-24,Tech,32.0,1587.0,Month-to-Month,1.0,11.0,No,,,,,0,0
1771,2020-09-14,Healthcare,24.0,1242.0,Month-to-Month,2.0,10.0,No,,,,,0,0
1772,2022-06-17,Healthcare,25.0,1254.0,Month-to-Month,2.0,22.0,No,,,,,0,0
1773,2020-03-21,Retail,35.0,1792.0,2 Year,2.0,14.0,No,,,,,0,0
1774,2021-01-23,Manufacturing,36.0,1803.0,2 Year,5.0,11.0,No,,,,,0,0
1775,2020-11-24,Manufacturing,19.0,938.0,2 Year,0.0,4.0,No,,,,,0,0
1776,2022-01-21,Finance,7.0,388.0,Month-to-Month,2.0,24.0,No,,,,,0,0
1777,2020-02-08,Manufacturing,9.0,476.0,2 Year,4.0,7.0,No,,,,,0,0
1778,2022-03-04,Manufacturing,48.0,2404.0,2 Year,2.0,21.0,No,,,,,0,0
1779,2021-08-02,Education,45.0,2271.0,1 Year,2.0,20.0,No,,,,,0,0
1780,2020-05-16,Finance,41.0,2035.0,Month-to-Month,0.0,5.0,Yes,,,,,0,0
1781,2020-07-21,Manufacturing,27.0,1334.0,2 Year,2.0,20.0,No,,,,,0,0
1782,2021-06-08,Finance,7.0,336.0,1 Year,3.0,7.0,No,,,,,0,0
1783,2022-10-03,Education,38.0,1890.0,1 Year,1.0,25.0,No,,,,,0,0
1784,2022-05-01,Tech,6.0,327.0,2 Year,1.0,1.0,No,,,,,0,0
1785,2020-05-24,Tech,55.0,2768.0,Month-to-Month,1.0,30.0,No,,,,,0,0
1786,2021-04-18,Manufacturing,19.0,998.0,1 Year,1.0,6.0,No,,,,,0,0
1787,2021-01-01,Education,31.0,1583.0,2 Year,3.0,3.0,No,,,,,0,0
1788,2022-07-28,Manufacturing,23.0,1184.0,Month-to-Month,5.0,5.0,No,,,,,0,0
1789,2021-11-22,Healthcare,8.0,400.0,2 Year,1.0,19.0,No,,,,,0,0
1790,2021-10-26,Healthcare,7.0,377.0,1 Year,2.0,24.0,No,,,,,0,0
1791,2021-05-07,Healthcare,9.0,499.0,Month-to-Month,2.0,12.0,No,,,,,0,0
1792,2022-01-07,Healthcare,7.0,387.0,1 Year,3.0,,No,,,,negative_set_to_missing,0,0
1793,2020-02-03,Finance,12.0,646.0,Month-to-Month,2.0,28.0,Yes,,,,,0,0
1794,2021-10-06,Manufacturing,4.0,182.0,2 Year,4.0,26.0,No,,,,,0,0
1795,2020-11-12,Manufacturing,8.0,392.0,Month-to-Month,2.0,14.0,Yes,,,,,0,0
1796,2021-05-26,Manufacturing,4.0,209.0,1 Year,1.0,25.0,No,,,,,0,0
1797,2021-03-21,Education,10.0,489.0,2 Year,5.0,10.0,Yes,,,,,0,0
1798,2020-07-14,Tech,10.0,518.0,Month-to-Month,0.0,23.0,No,,,,,1,0
1799,2021-11-15,Finance,33.0,1674.0,1 Year,1.0,13.0,No,,,,,0,0
1800,2020-01-24,Finance,50.0,2528.0,Month-to-Month,0.0,9.0,Yes,,,,,1,0
1801,2021-10-31,Retail,27.0,1394.0,2 Year,1.0,7.0,No,,,,,0,0
1802,2022-07-01,Finance,34.0,1744.0,Month-to-Month,0.0,7.0,No,,,,,0,0
1803,2020-09-27,Healthcare,21.0,1073.0,Month-to-Month,0.0,15.0,Yes,,,,,0,0
1804,2020-06-23,Finance,76.0,3831.0,2 Year,0.0,13.0,No,,,,,0,0
1805,2022-09-11,Manufacturing,9.0,455.0,1 Year,0.0,12.0,No,recoded_from_1,,,,0,0
1806,2022-12-09,Education,37.0,1861.0,Month-to-Month,2.0,2.0,No,,,,,0,0
1807,2020-07-02,Healthcare,66.0,3294.0,2 Year,2.0,13.0,No,,,,,0,0
1808,2021-12-06,Retail,29.0,1433.0,1 Year,3.0,5.0,No,,,,,0,0
1809,2020-10-25,Finance,19.0,986.0,Month-to-Month,1.0,29.0,Yes,,,,,0,0
1810,2020-06-24,Finance,29.0,1444.0,2 Year,1.0,1.0,No,,,,,0,0
1811,2021-08-12,Retail,28.0,1381.0,1 Year,0.0,22.0,No,,,,,1,0
1812,2020-02-16,Healthcare,33.0,1672.0,Month-to-Month,2.0,23.0,Yes,,,,,0,0
1813,2022-09-16,Education,22.0,1098.0,2 Year,0.0,22.0,No,,,,,0,0
1814,2022-12-14,Manufacturing,17.0,835.0,1 Year,1.0,,No,,,,negative_set_to_missing,0,0
1815,2021-07-09,Education,1.0,36.0,1 Year,0.0,20.0,No,,,,,0,0
1816,2021-07-09,Retail,9.0,476.0,Month-to-Month,2.0,0.0,No,,,,,0,0
1817,2021-04-18,Manufacturing,57.0,2878.0,2 Year,4.0,22.0,No,,,,,0,0
1818,2022-12-24,Education,8.0,391.0,Month-to-Month,3.0,6.0,No,,,,,0,0
1819,2020-02-14,Retail,13.0,635.0,Month-to-Month,2.0,29.0,No,,,,,0,0
1820,2020-11-17,Finance,7.0,332.0,1 Year,3.0,21.0,No,recoded_from_1,,,,0,0
1821,2022-10-23,Tech,19.0,965.0,Month-to-Month,3.0,20.0,No,,,,,0,0
1822,2021-07-27,Tech,41.0,2058.0,Month-to-Month,1.0,10.0,No,,,,,0,0
1823,2022-02-21,Retail,8.0,446.0,2 Year,3.0,19.0,No,,,,,0,0
1824,2021-05-07,Manufacturing,18.0,899.0,1 Year,3.0,9.0,No,,,,,0,0
1825,2020-09-26,Finance,24.0,1206.0,2 Year,2.0,4.0,No,,,,,0,0
1826,2020-10-09,Retail,8.0,419.0,2 Year,4.0,22.0,No,,,,,0,0
1827,2020-10-24,Tech,10.0,500.0,1 Year,2.0,2.0,No,,,,,0,0
1828,2021-01-12,Retail,30.0,1520.0,Month-to-Month,3.0,23.0,Yes,,,,,0,0
1829,2022-04-22,Education,9.0,468.0,1 Year,4.0,23.0,No,,,,,0,0
1830,2021-07-14,Manufacturing,15.0,749.0,Month-to-Month,3.0,3.0,Yes,,,,,0,0
1831,2021-06-30,Education,17.0,859.0,2 Year,2.0,7.0,Yes,,,,,0,0
1832,2022-09-03,Healthcare,25.0,1247.0,2 Year,0.0,27.0,No,,,,,0,0
1833,2021-01-11,Tech,42.0,2129.0,1 Year,2.0,15.0,No,recoded_from_1,,,,0,0
1834,2022-04-16,Finance,24.0,1181.0,1 Year,1.0,30.0,No,,,,,0,0
1835,2021-02-22,Manufacturing,11.0,538.0,Month-to-Month,2.0,29.0,No,,,,,0,0
1836,2022-09-30,Tech,5.0,271.0,1 Year,1.0,28.0,No,,,,,0,0
1837,2022-02-18,Manufacturing,8.0,420.0,1 Year,5.0,19.0,No,,,,,0,0
1838,2022-12-11,Tech,16.0,784.0,2 Year,0.0,3.0,No,recoded_from_1,,,,0,0
1839,2021-05-18,Manufacturing,19.0,996.0,2 Year,0.0,12.0,Yes,,,,,0,0
1840,2020-04-10,Healthcare,4.0,204.0,1 Year,2.0,14.0,No,recoded_from_1,,,,0,0
1841,2022-08-02,Manufacturing,15.0,751.0,1 Year,1.0,9.0,No,,,,,0,0
1842,2020-10-18,Finance,15.0,789.0,2 Year,3.0,14.0,No,,,,,0,0
1843,2020-10-04,Manufacturing,32.0,1630.0,1 Year,0.0,10.0,No,,,,,0,0
1844,2021-02-17,Education,1.0,88.0,Month-to-Month,2.0,8.0,No,,,,,0,0
1845,2020-12-01,Tech,12.0,595.0,Month-to-Month,1.0,3.0,No,,,,,0,0
1846,2022-12-08,Finance,15.0,779.0,2 Year,3.0,25.0,No,,,,,0,0
1847,2022-02-14,Manufacturing,12.0,650.0,1 Year,0.0,1.0,No,,,,,1,0
1848,2020-11-03,Healthcare,14.0,700.0,Month-to-Month,0.0,5.0,Yes,,,,,1,0
1849,2022-07-02,Finance,24.0,1216.0,2 Year,1.0,5.0,No,recoded_from_1,,,,0,0
1850,2020-01-08,Tech,12.0,612.0,Month-to-Month,3.0,14.0,No,,,,,0,0
1851,2022-10-07,Retail,10.0,510.0,Month-to-Month,3.0,18.0,No,,,,,0,0
1852,2020-06-11,Manufacturing,47.0,2330.0,Unknown,1.0,28.0,No,,,,,0,1
1853,2021-03-01,Tech,1.0,36.0,Month-to-Month,1.0,4.0,Yes,,,,,0,0
1854,2020-10-24,Tech,35.0,1734.0,2 Year,1.0,18.0,No,,,,,0,0
1855,2020-04-10,Education,41.0,2043.0,1 Year,2.0,5.0,No,,,,,0,0
1856,2020-12-29,Healthcare,5.0,288.0,2 Year,1.0,18.0,Yes,,,,,0,0
1857,2022-01-24,Healthcare,61.0,3078.0,Month-to-Month,1.0,24.0,No,,,,,0,0
1858,2022-08-22,Retail,46.0,2297.0,Month-to-Month,2.0,22.0,No,,,,,0,0
1859,2022-12-10,Education,25.0,1256.0,2 Year,3.0,6.0,No,,,,,0,0
1860,2022-12-19,Education,51.0,2541.0,1 Year,2.0,23.0,No,,,,,0,0
1861,2021-08-11,Manufacturing,2.0,134.0,2 Year,0.0,27.0,No,,,,,0,0
1862,2021-12-25,Retail,16.0,796.0,2 Year,2.0,18.0,No,,,,,0,0
1863,2022-10-05,Tech,19.0,953.0,2 Year,3.0,7.0,No,,,,,0,0
